sku_num,sku_pos,sku_erp,product_name,category,pos_erp_link_source,stores_tracked,store_days_not_reported,units_net_tracked,avg_stock,rotation,days_of_inventory,units_net_untracked_pairs,rotation_na_as_zero,rotation_all_store_sales,rotation_gross
49,CN-00049,ERP-PROV-MX-049-A,Mocha Bebidas,bebidas,explicito,19,65.0,347.0,742.4699451446011,0.4673589850595493,389.4222767040847,312.0,0.47628528548911364,0.8875780148537262,0.4767869761126238
33,CN-00033,ERP-PROV-MX-033-D,Especial Cafe Molido,cafe_molido,explicito,19,63.0,254.0,770.6300544898138,0.3296004334637034,552.1837398312839,279.0,0.3356787568529209,0.6916418544730469,0.34387446798378507
24,CN-00024,ERP-PROV-MX-024-A,Americano Cafe Molido,cafe_molido,explicito,18,62.0,233.0,698.6257763914158,0.33351188558129896,545.7076879967282,324.0,0.33995783195311813,0.7972794861321181,0.354982607829022
56,CN-00056,ERP-PROV-MX-056-C,Empanada Panaderia,panaderia,explicito,22,91.0,322.0,874.5077918073753,0.36820712521555876,494.28701276069035,261.0,0.3767510334231217,0.6666607267101576,0.3750681275487679
45,CN-00045,ERP-PROV-MX-045-D,Especial Cafe Grano,cafe_grano,explicito,19,63.0,290.0,754.0701056344534,0.38457962705735715,473.2439973292087,260.0,0.39169703221593055,0.7293751547639532,0.4084500866678138
51,CN-00051,ERP-PROV-MX-051-C,Termo Mercancia,mercancia,explicito,16,53.0,201.0,618.6749033197049,0.3248879159659912,560.1931960407278,385.0,0.3309090909090909,0.9471856654530888,0.34913328282912487
40,CN-00040,ERP-PROV-MX-040-A,Chocolate Bebidas,bebidas,explicito,21,65.0,300.0,848.4296406709228,0.35359443567149,514.7139820070265,276.0,0.35973830026947434,0.6789013164892608,0.35948767626601486
23,CN-00023,ERP-PROV-MX-023-B,Ensalada Comida Caliente,comida_caliente,explicito,18,53.0,266.0,712.6129933924996,0.37327413682659316,487.5773112685523,329.0,0.3794549430566769,0.8349553060594846,0.3887102853419786
43,CN-00043,ERP-PROV-MX-043-A,Filtros Mercancia,mercancia,explicito,21,74.0,274.0,824.9361773939686,0.3321469072499466,547.9503076120521,298.0,0.33869664142357453,0.6933869742590126,0.3527545620793229
4,CN-00004,ERP-PROV-MX-004-B,Prensa Francesa Mercancia,mercancia,explicito,16,57.0,243.0,635.0402617882069,0.38265290348006825,475.6268627384924,339.0,0.39032010378882154,0.916477324384361,0.395250529932087
27,CN-00027,ERP-PROV-MX-027-B,Latte Bebidas,bebidas,explicito,19,61.0,298.0,757.6944348653566,0.39329838822553187,462.75297699830503,318.0,0.40034545629018325,0.812992641432643,0.39857756122184773
48,CN-00048,ERP-PROV-MX-048-C,Bolillo Panaderia,panaderia,explicito,16,62.0,223.0,647.9374032457869,0.34416904917496755,528.8098986131535,328.0,0.3515796221380989,0.8503907896655027,0.3580592798591591
57,CN-00057,ERP-PROV-MX-057-C,Premium Cafe Grano,cafe_grano,explicito,12,40.0,186.0,478.73598725779516,0.3885231211996616,468.44058968235873,417.0,0.395767814345005,1.2595668929214836,0.4010561251093281
7,CN-00007,ERP-PROV-MX-007-D,Selección Cafe Grano,cafe_grano,explicito,17,58.0,245.0,689.3711234097595,0.355396377481238,512.1042631043928,325.0,0.3622317178183236,0.8268405516910434,0.3887601190407011
36,CN-00036,ERP-PROV-MX-036-A,Gourmet Cafe Grano,cafe_grano,inferido,17,63.0,292.0,684.5340627533574,0.4265675236459486,426.66164185312,332.0,0.43543167088628343,0.9115689546406571,0.44117600048313854
12,CN-00012,ERP-PROV-MX-012-B,Sándwich Comida Caliente,comida_caliente,explicito,13,43.0,214.0,525.9394087468988,0.4068909772513065,447.2942635137177,387.0,0.41445506203843613,1.1427171837758654,0.42780593402590633
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,panaderia,explicito,18,64.0,315.0,710.3231525662411,0.44346013340825846,410.4089325938282,291.0,0.4522256316408068,0.8531328280806496,0.4800631920387814
69,CN-00069,ERP-PROV-MX-069-C,Estándar Cafe Grano,cafe_grano,explicito,18,63.0,298.0,719.0843321050113,0.41441592688808804,439.17231021178543,283.0,0.4225303832969773,0.8079719916844939,0.4269318441430974
20,CN-00020,ERP-PROV-MX-020-C,Taza Mercancia,mercancia,explicito,18,54.0,235.0,697.7028221304759,0.33681962082712225,540.348568628709,305.0,0.34244765603106603,0.7739684904112597,0.3669183954542268
64,CN-00064,ERP-PROV-MX-064-C,Frappé Bebidas,bebidas,explicito,21,81.0,317.0,835.1371724139366,0.3795783620596385,479.4793860546892,332.0,0.38781971565892515,0.777117845352383,0.38556540247067383
54,CN-00054,ERP-PROV-MX-054-B,Espresso Cafe Molido,cafe_molido,explicito,19,53.0,301.0,764.1757427482639,0.39388845151966034,462.0597514291829,349.0,0.39997079545869385,0.8505896793613928,0.3978142500397899
35,CN-00035,ERP-PROV-MX-035-A,Sándwich Comida Caliente,comida_caliente,explicito,18,59.0,242.0,736.3021372534074,0.32866942489495005,553.747888347604,310.0,0.33470882824552206,0.7496922419091423,0.34904149668595935
62,CN-00062,ERP-PROV-MX-062-B,Wrap Comida Caliente,comida_caliente,explicito,14,51.0,180.0,554.296957082726,0.32473568129860025,560.455812161423,380.0,0.33133748685168707,1.010288786262312,0.3608174236651114
37,CN-00037,ERP-PROV-MX-037-C,Tradicional Cafe Molido,cafe_molido,explicito,15,51.0,240.0,599.0490417565911,0.40063497855909785,454.27885666541493,370.0,0.4082739024367446,1.0182805705043738,0.415658790255064
53,CN-00053,ERP-PROV-MX-053-A,Sándwich Comida Caliente,comida_caliente,explicito,17,64.0,272.0,665.0268833037213,0.40900602190509666,444.98122338704883,324.0,0.41767068273092367,0.8962043715273441,0.42253930939460355
3,CN-00003,ERP-PROV-MX-003-D,Filtros Mercancia,mercancia,explicito,16,70.0,246.0,638.3078079141544,0.38539400106019756,472.2439879690085,347.0,0.39494716042412803,0.9290188724743786,0.39949378158679016
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,cafe_grano,explicito,20,83.0,305.0,799.5187311199412,0.3814794927603077,477.0898657830469,300.0,0.3903794085586695,0.7567052233442169,0.4052437890306219
6,CN-00006,ERP-PROV-MX-006-C,Estándar Cafe Grano,cafe_grano,inferido,20,74.0,295.0,813.3454683869143,0.3626995065025264,501.7927974454861,313.0,0.37019416404655525,0.7475298303509696,0.37007644561783204
41,CN-00041,ERP-PROV-MX-041-D,Gourmet Cafe Molido,cafe_molido,inferido,13,39.0,163.0,523.7170582173414,0.31123675931967704,584.7638318745776,414.0,0.31648121872899715,1.1017399394322311,0.3246027551186816
58,CN-00058,ERP-PROV-MX-058-A,Chai Bebidas,bebidas,explicito,19,77.0,288.0,746.7080910805729,0.38569288781005534,471.87802978008426,343.0,0.39443445281400263,0.8450424035005032,0.4031026362181481
50,CN-00050,ERP-PROV-MX-050-A,Chai Bebidas,bebidas,explicito,16,58.0,210.0,629.3345646452584,0.3336857878104506,545.423289359224,317.0,0.3404626800523789,0.8373924294100356,0.3448086474041323
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,cafe_molido,explicito,16,69.0,230.0,644.5560218039295,0.3568347703218957,510.03998247093557,314.0,0.36543632363725254,0.8439918045874403,0.36614350346072777
13,CN-00013,ERP-PROV-MX-013-B,Selección Cafe Molido,cafe_molido,explicito,16,47.0,250.0,632.4198928919402,0.39530698323987856,460.4016820253325,340.0,0.40179083916886693,0.9329244804461134,0.3984694391057976
61,CN-00061,ERP-PROV-MX-061-D,Descafeinado Cafe Molido,cafe_molido,explicito,22,82.0,322.0,871.6721992257272,0.3694049211228948,492.6842865188893,246.0,0.37715837639896255,0.651621103098771,0.38546600464997716
66,CN-00066,ERP-PROV-MX-066-B,Mocha Bebidas,bebidas,explicito,25,80.0,348.0,996.3917924018431,0.3492602033193507,521.101454646941,203.0,0.3554946874491336,0.5529953219223053,0.3703362500713805
46,CN-00046,ERP-PROV-MX-046-A,Termo Mercancia,mercancia,inferido,19,70.0,268.0,743.8300198380265,0.3602973701684676,505.13829705418215,300.0,0.36762688614540473,0.7636153218495879,0.3871852336138756
59,CN-00059,ERP-PROV-MX-059-B,Orgánico Cafe Grano,cafe_grano,explicito,18,60.0,293.0,726.9466371150977,0.4030557196918558,451.55047083599925,300.0,0.4105695125613052,0.8157407569190118,0.42506558834397073
8,CN-00008,ERP-PROV-MX-008-C,Empanada Panaderia,panaderia,explicito,13,44.0,186.0,526.3018020655744,0.35340939223465817,514.9834837415835,371.0,0.3602004660516487,1.0583281262080892,0.3686097962017402
21,CN-00021,ERP-PROV-MX-021-A,Concha Panaderia,panaderia,inferido,19,58.0,233.0,741.4428241675064,0.3142521478464815,579.1527639420008,324.0,0.31958941585210526,0.7512379671694858,0.349318911125488
25,CN-00025,ERP-PROV-MX-025-C,Latte Bebidas,bebidas,explicito,24,83.0,374.0,959.2353378517919,0.3898938928142214,466.7936670829576,209.0,0.39745416326053956,0.6077757740927568,0.39823386913110315
11,CN-00011,ERP-PROV-MX-011-C,Bolillo Panaderia,panaderia,inferido,21,69.0,271.0,843.6947837986434,0.3212062053766081,566.6142090455834,240.0,0.32709499429662836,0.6056692654887333,0.3389851466336159
55,CN-00055,ERP-PROV-MX-055-C,Termo Mercancia,mercancia,explicito,20,70.0,263.0,804.2185200595596,0.3270255452218664,556.5314473415964,302.0,0.33343782435755437,0.7025453728150363,0.34567719228775234
26,CN-00026,ERP-PROV-MX-026-A,Premium Cafe Molido,cafe_molido,inferido,19,67.0,271.0,743.8485057432555,0.36432149544915204,499.55877507480625,287.0,0.37146213981231835,0.7501527470871839,0.3777650930672019
16,CN-00016,ERP-PROV-MX-016-C,Quiche Comida Caliente,comida_caliente,inferido,19,82.0,280.0,758.4204612186857,0.3691883517357581,492.97329979214567,283.0,0.37815094871661675,0.7423322929543993,0.37709953070152435
67,CN-00067,ERP-PROV-MX-067-C,Premium Cafe Molido,cafe_molido,explicito,18,69.0,311.0,720.8288823703871,0.43144775078559816,421.83555174086956,333.0,0.44072943594854713,0.8934159212409171,0.44809525242362763
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,comida_caliente,inferido,19,63.0,272.0,742.352650345012,0.36640267920318825,496.72125868673595,313.0,0.3732094930792196,0.788035174021563,0.37852629726505843
