run_id,layer,check_name,severity,violations,passed,description,checked_at
20260923T200751,core,fct_producto_vinculado,error,0,True,Toda línea de venta quedó ligada a un producto del catálogo.,2026-09-23 20:07:57.426394
20260923T200751,core,fct_costo_vigente_asignado,error,0,True,Toda venta o devolución tiene costo vigente a su fecha.,2026-09-23 20:07:57.430113
20260923T200751,core,fct_fx_asignado,error,0,True,Toda orden en moneda extranjera tiene tipo de cambio.,2026-09-23 20:07:57.434440
20260923T200751,core,inventario_vs_archivo,error,0,True,"Filas, conteo de N/A y suma de stock en fct_inventory_daily = lo leído del JSON.",2026-09-23 20:07:57.443875
20260923T200751,core,dim_producto_numero_unico,error,0,True,dim_product tiene un renglón por número de SKU.,2026-09-23 20:07:57.449407
20260923T200751,core,inventario_cubre_ventana_rotacion,error,0,True,Los snapshots cubren completa la ventana de 6 meses de la pregunta 1.,2026-09-23 20:07:57.453391
20260923T200751,core,inventario_cubre_trimestre,error,0,True,Los snapshots cubren completo el trimestre de la pregunta 2.,2026-09-23 20:07:57.457873
20260923T200751,core,fuentes_terminan_en_la_misma_fecha,warn,0,True,"Aviso: una fuente que termina antes del ancla deja meses sin cobertura (se reportan NULL, no 0).",2026-09-23 20:07:57.460686
20260923T200751,marts,q1_unidades_cuadran_con_fct,error,0,True,Unidades rastreadas + no rastreadas de la P1 = unidades netas físicas de la ventana en fct_sales.,2026-09-23 20:07:57.835564
20260923T200751,marts,q3_meses_cuadran_con_fct,error,0,True,Venta principal de la P3 por canal (meses con cobertura) = suma de fct_sales en esos meses.,2026-09-23 20:07:57.848340
20260923T200751,marts,q4_margen_cuadra_con_fct,error,0,True,Σ margen por producto×tienda de la P4 = Σ margen de fct_sales.,2026-09-23 20:07:57.856560
20260923T200751,marts,pii_columnas_fuera_de_raw,error,0,True,"Ninguna tabla fuera de raw tiene columnas de cliente, email, RFC o dirección.",2026-09-23 20:07:57.880188
20260923T200751,marts,pii_valores_fuera_de_raw,error,0,True,Ningún texto fuera de raw parece email o RFC.,2026-09-23 20:07:58.147432
